Name,Owner,Desc,url,forks,stars,commits,watches,created_at,pushed_at
awesome-k8s-resources,tomhuang12,A curated list of awesome Kubernetes tools and resources.,https://github.com/tomhuang12/awesome-k8s-resources,285,2057,77,244,2020-07-05,2023-03-18
kubectl-operator,operator-framework,Manage Kubernetes Operators from the command line,https://github.com/operator-framework/kubectl-operator,27,66,22,67,2020-07-30,2023-02-03
aks-baseline,mspnp,This is the Azure Kubernetes Service (AKS) Baseline Cluster reference implementation as produced by the Microsoft Azure Architecture Center.,https://github.com/mspnp/aks-baseline,428,545,32,363,2020-07-09,2023-03-07
load-balancer-and-ingress-services-for-kubernetes,vmware,Load Balancer and Ingress services for Kubernetes,https://github.com/vmware/load-balancer-and-ingress-services-for-kubernetes,45,71,13,1659,2020-07-23,2023-03-21
spinnaker-kustomize-patches,armory,Kustomize files for configuring and deploying spinnaker using the spinnaker operator,https://github.com/armory/spinnaker-kustomize-patches,38,34,13,379,2020-07-10,2023-03-16
Free-Certifications,cloudcommunity,A curated list of free courses & certifications.,https://github.com/cloudcommunity/Free-Certifications,483,3428,319,155,2020-07-31,2023-03-03
anthos-security-blueprints,GoogleCloudPlatform,Implementation steps and assets for  Google Cloud Anthos blueprints https://cloud.google.com/architecture/blueprints/anthos-security-blueprints-faq,https://github.com/GoogleCloudPlatform/anthos-security-blueprints,25,40,73,36,2020-07-15,2023-01-26
stanza,observIQ,Fast and lightweight log transport and processing.,https://github.com/observIQ/stanza,20,159,11,1172,2020-07-06,2023-03-20
autok3s,cnrancher,Run K3s Everywhere,https://github.com/cnrancher/autok3s,54,448,17,499,2020-07-29,2023-03-16
orm,turbonomic,Operator Resource Mapping,https://github.com/turbonomic/orm,9,3,15,85,2020-07-20,2023-03-20
indexer,graphprotocol,Graph Protocol indexer components and infrastructure,https://github.com/graphprotocol/indexer,78,196,32,1444,2020-07-07,2023-03-17
test-network-function,test-network-function,test-network-function is a collection of test suites aimed at testing Network Function (and in particular CNF) best practices.,https://github.com/test-network-function/test-network-function,28,14,17,666,2020-07-08,2022-08-26
opentelemetry-dotnet-instrumentation,open-telemetry,OpenTelemetry .NET Automatic Instrumentation,https://github.com/open-telemetry/opentelemetry-dotnet-instrumentation,52,226,15,967,2020-07-15,2023-03-20
tipoca-stream,practo,Near real time cloud native data pipeline in AWS (CDC+Sink). Hosts code for RedshiftSink. RDS to RedshiftSink Pipeline with masking and reloading support.,https://github.com/practo/tipoca-stream,4,44,26,1076,2020-07-27,2022-08-03
yugabyte-platform-operator,yugabyte,Operator for Yugabyte Platform makes it easy to deploy and upgrade Yugabyte platform on kubernetes environment,https://github.com/yugabyte/yugabyte-platform-operator,4,1,83,33,2020-07-16,2022-11-24
absent-metrics-operator,sapcc,Absent Metrics Operator creates metric absence alerts atop Kubernetes,https://github.com/sapcc/absent-metrics-operator,0,6,34,377,2020-07-19,2023-03-16
pipeline_mvp,mapaction,,https://github.com/mapaction/pipeline_mvp,5,1,20,326,2020-07-14,2022-09-06
kopf,nolar,A Python framework to write Kubernetes operators in just a few lines of code,https://github.com/nolar/kopf,115,1499,22,1685,2020-08-17,2023-03-20
tyk-operator,TykTechnologies,Tyk Operator for Kubernetes,https://github.com/TykTechnologies/tyk-operator,26,159,36,476,2020-08-17,2023-03-16
k6-operator,grafana,An operator for running distributed k6 tests.,https://github.com/grafana/k6-operator,82,327,117,143,2020-08-27,2023-03-11
kubernetes-kitap,mstrYoda,,https://github.com/mstrYoda/kubernetes-kitap,148,1359,71,65,2020-08-10,2023-02-05
backup-restore-operator,rancher,,https://github.com/rancher/backup-restore-operator,54,66,59,382,2020-08-11,2023-03-20
cis-operator,rancher,,https://github.com/rancher/cis-operator,24,33,63,124,2020-08-14,2023-03-14
sandboxed-containers-operator,openshift,An operator to enhance an Openshift/Kubernetes cluster to support running sandboxed containers,https://github.com/openshift/sandboxed-containers-operator,26,22,18,487,2020-08-11,2023-03-17
awx-resource-operator,ansible,,https://github.com/ansible/awx-resource-operator,24,19,12,145,2020-08-19,2023-03-20
version-checker,jetstack,"Kubernetes utility for exposing image versions in use, compared to latest available upstream, as metrics.",https://github.com/jetstack/version-checker,55,559,13,163,2020-08-13,2023-03-06
csi-driver-shared-resource,openshift,CSI driver for sharing Secrets and ConfigMaps across namespaces.,https://github.com/openshift/csi-driver-shared-resource,16,19,16,302,2020-08-03,2023-03-15
konk,infobloxopen,K8s in K8s,https://github.com/infobloxopen/konk,14,24,17,224,2020-08-18,2023-03-20
cyclops,atlassian-labs,Cyclops Kubernetes Node Auto Cycling Toolset,https://github.com/atlassian-labs/cyclops,7,17,10,120,2020-08-03,2022-10-25
aap_utilities,redhat-cop,Ansible Collection for roles and other objects for general use with Tower,https://github.com/redhat-cop/aap_utilities,26,35,20,305,2020-08-06,2023-03-14
devsecops-workshop-dashboard,RedHatGov,,https://github.com/RedHatGov/devsecops-workshop-dashboard,12,15,22,93,2020-08-28,2022-07-05
stellar-etl-airflow,stellar,Airflow DAGs for the Stellar ETL project,https://github.com/stellar/stellar-etl-airflow,8,22,13,164,2020-08-20,2023-03-17
stargate,stargate,An open source data gateway,https://github.com/stargate/stargate,110,723,21,1673,2020-08-18,2023-03-20
egeria-k8s-operator,odpi,Egeria Kubernetes operator,https://github.com/odpi/egeria-k8s-operator,1,10,13,121,2020-08-14,2023-02-25
harbor-operator-app,giantswarm,,https://github.com/giantswarm/harbor-operator-app,2,0,13,104,2020-08-14,2023-03-15
opentelemetry-helm-charts,open-telemetry,OpenTelemetry Helm Charts,https://github.com/open-telemetry/opentelemetry-helm-charts,265,202,11,365,2020-09-23,2023-03-17
grafana-dashboards-kubernetes,dotdc,A set of modern Grafana dashboards for Kubernetes.,https://github.com/dotdc/grafana-dashboards-kubernetes,146,973,30,151,2020-09-23,2023-02-20
terraform-operator,isaaguilar,A Kubernetes CRD to handle terraform operations,https://github.com/isaaguilar/terraform-operator,37,288,11,163,2020-09-03,2023-02-16
function-mesh,streamnative,The serverless framework purpose-built for event streaming applications.,https://github.com/streamnative/function-mesh,26,191,38,357,2020-09-25,2023-03-20
around-dataengineering,abhishek-ch,A Data Engineering & Machine Learning Knowledge Hub,https://github.com/abhishek-ch/around-dataengineering,214,1006,84,312,2020-09-18,2022-10-17
awesome-tunneling,anderspitman,List of ngrok alternatives and other ngrok-like tunneling software and services. Focus on self-hosting.,https://github.com/anderspitman/awesome-tunneling,406,8271,135,142,2020-09-16,2023-03-15
cluster-cloud-controller-manager-operator,openshift,Operator for managing platform cloud controller managers,https://github.com/openshift/cluster-cloud-controller-manager-operator,38,6,13,520,2020-09-16,2023-03-17
lowdefy,lowdefy,"An open-source, self-hosted, low-code framework to build internal tools, web apps, admin panels, BI dashboards, workflows, and CRUD apps with YAML or JSON.",https://github.com/lowdefy/lowdefy,120,2186,25,4882,2020-10-01,2023-03-20
clowder,RedHatInsights,Operator for operating cloud.redhat.com,https://github.com/RedHatInsights/clowder,43,22,14,1704,2020-09-04,2023-03-14
turing,caraml-dev,"Fast, scalable and extensible system to deploy and evaluate ML experiments in production",https://github.com/caraml-dev/turing,21,65,10,291,2020-09-15,2023-03-21
dapr-traffic-control,EdwinVW,Simple sample application for experimenting with dapr.,https://github.com/EdwinVW/dapr-traffic-control,121,252,16,163,2020-09-10,2023-01-20
ds-operator,ForgeRock,ForgeRock Directory Service Operator,https://github.com/ForgeRock/ds-operator,8,8,10,121,2020-09-21,2023-03-20
move2kube-ui,konveyor,An UI for interacting with Move2Kube API,https://github.com/konveyor/move2kube-ui,9,8,10,110,2020-09-25,2023-03-16
crd2pulumi,pulumi,Generate typed CustomResources from a Kubernetes CustomResourceDefinition,https://github.com/pulumi/crd2pulumi,16,69,17,64,2020-09-08,2022-10-18
k8s-home-lab,PhilipSchmid,Setup for a K8s home lab running on a single host (e.g. Intel NUC),https://github.com/PhilipSchmid/k8s-home-lab,12,99,10,68,2020-09-27,2022-09-03
move2kube-operator,konveyor,Operator to orchestrate Move2Kube UI and API,https://github.com/konveyor/move2kube-operator,7,6,10,53,2020-09-26,2023-03-15
koku-metrics-operator,project-koku,Operator to obtain OCP usage data and upload it to koku.,https://github.com/project-koku/koku-metrics-operator,6,10,11,137,2020-09-14,2023-03-20
log-analytics-prometheus,jfrog,JFrog Prometheus Log Analytics Integration,https://github.com/jfrog/log-analytics-prometheus,34,19,16,126,2020-09-03,2023-01-27
splunk-otel-collector,signalfx,,https://github.com/signalfx/splunk-otel-collector,119,125,22,1664,2020-09-29,2023-03-20
oda-ca,tmforum-oda,,https://github.com/tmforum-oda/oda-ca,9,6,16,177,2020-10-01,2023-03-05
horusec,ZupIT,Horusec is an open source tool that improves identification of vulnerabilities in your project with just one command.,https://github.com/ZupIT/horusec,140,867,47,699,2020-09-08,2023-03-16
bonfire,RedHatInsights,Orchestrates ephemeral environments for testing cloud.redhat.com applications,https://github.com/RedHatInsights/bonfire,44,11,12,536,2020-09-17,2023-03-06
enforcement,globocom,Project focused on the implementation of policies in Kubernetes clusters through GitOps.,https://github.com/globocom/enforcement,6,13,11,261,2020-09-08,2022-11-01
kn-plugin-admin,knative-sandbox,Kn plugin for managing a Kubernetes based Knative installation.,https://github.com/knative-sandbox/kn-plugin-admin,17,5,10,237,2020-09-10,2023-03-20
service-mesh-workshop-code,RedHatGov,:memo: A demo app to use in the Service Mesh workshop,https://github.com/RedHatGov/service-mesh-workshop-code,13,13,10,293,2020-09-15,2022-07-18
log-analytics-elastic,jfrog,JFrog Elastic Fluentd Kibana Log Analytics Integration,https://github.com/jfrog/log-analytics-elastic,8,6,14,75,2020-09-03,2022-07-04
gitea-operator,RedHatGov,,https://github.com/RedHatGov/gitea-operator,4,2,13,176,2020-09-15,2023-01-24
luigi,platform9,The plumber you'll hire to install all your Kubernetes network plumbing,https://github.com/platform9/luigi,3,14,20,100,2020-09-03,2023-03-21
apptestctl,giantswarm,Command line tool for using the Giant Swarm app platform in integration tests.,https://github.com/giantswarm/apptestctl,2,0,13,269,2020-09-14,2023-03-15
pulumi-kubernetes-crds,pulumi,Typed CustomResources for Kubernetes Operators,https://github.com/pulumi/pulumi-kubernetes-crds,1,1,14,14,2020-09-02,2022-10-04
opentelemetry-prometheus-sidecar,lightstep,The OpenTelemetry Prometheus sidecar runs alongside the Prometheus Server and exports your metrics data to an OpenTelemetry Protocol endpoint.,https://github.com/lightstep/opentelemetry-prometheus-sidecar,1,13,48,290,2020-10-01,2022-07-28
LearnGolang,LearnGolang,《Golang学习资源大全-只有Go语言才能改变世界》Only Golang Can Change The World.,https://github.com/LearnGolang/LearnGolang,315,2179,44,1612,2020-09-14,2023-03-17
kuberay,ray-project,A toolkit to run Ray applications on Kubernetes,https://github.com/ray-project/kuberay,130,301,15,427,2020-10-29,2023-03-21
devtron,devtron-labs,Tool integration platform for Kubernetes,https://github.com/devtron-labs/devtron,315,3010,39,1624,2020-10-10,2023-03-21
helm-charts,mongodb,,https://github.com/mongodb/helm-charts,61,57,29,328,2020-10-09,2023-03-15
k8ssandra,k8ssandra,K8ssandra is an open-source distribution of Apache Cassandra for Kubernetes including API services and operational tooling.,https://github.com/k8ssandra/k8ssandra,125,405,13,875,2020-10-18,2023-02-24
argocd-vault-plugin,argoproj-labs,An Argo CD plugin to retrieve secrets from Secret Management tools and inject them into Kubernetes secrets,https://github.com/argoproj-labs/argocd-vault-plugin,146,595,14,276,2020-10-12,2023-03-20
akri,project-akri,A Kubernetes Resource Interface for the Edge,https://github.com/project-akri/akri,117,923,40,431,2020-10-09,2023-03-10
varnish-operator,IBM,Run and manage Varnish clusters on Kubernetes,https://github.com/IBM/varnish-operator,18,57,10,361,2020-10-08,2023-02-24
v6d,v6d-io,"vineyard (v6d): an in-memory immutable data manager. (Project under CNCF, TAG-Storage)",https://github.com/v6d-io/v6d,93,687,28,1000,2020-10-23,2023-03-21
personal-server,erebe,Personal server configuration with k3s,https://github.com/erebe/personal-server,163,2977,104,363,2020-10-21,2023-03-19
podtato-head,podtato-head,Demo App for TAG App Delivery,https://github.com/podtato-head/podtato-head,135,295,12,405,2020-10-21,2023-03-01
aws-orbit-workbench,awslabs,"A Data Platform built for AWS, powered by Kubernetes.",https://github.com/awslabs/aws-orbit-workbench,24,122,13,875,2020-10-08,2023-03-14
antrea-operator-for-kubernetes,vmware,Antrea Operator for Kubernetes deployments,https://github.com/vmware/antrea-operator-for-kubernetes,8,11,11,154,2020-10-26,2023-03-20
K8s-training-official,StenlyTU,The goal of this tutorial is to give you a good understanding of Kubernetes.,https://github.com/StenlyTU/K8s-training-official,170,299,22,18,2020-10-23,2022-09-30
scaleway-operator,scaleway,Scaleway Operator for Kubernetes,https://github.com/scaleway/scaleway-operator,3,25,14,14,2020-10-16,2022-11-21
silence-operator,giantswarm,silence-operator manages Alertmanager silences via custom resources,https://github.com/giantswarm/silence-operator,3,26,12,214,2020-11-01,2023-03-15
cilium-olm,cilium,,https://github.com/cilium/cilium-olm,14,11,15,342,2020-10-09,2023-03-17
compliantkubernetes-apps,elastisys,"Elastisys Compliant Kubernetes is an open source, Certified Kubernetes distribution designed according to the ISO27001 controls: providing you with security tooling and observability from day one.",https://github.com/elastisys/compliantkubernetes-apps,8,33,10,832,2020-10-30,2023-03-20
horusec-docs,ZupIT,Horusec oficial documentation,https://github.com/ZupIT/horusec-docs,16,10,29,166,2020-10-22,2022-07-10
graylog-k8s-operator,canonical,Graylog operator for ingesting logs written for Juju and the Operator Framework.,https://github.com/canonical/graylog-k8s-operator,5,3,12,13,2020-10-15,2022-07-07
docs-mysql-k8s,pivotal-cf,,https://github.com/pivotal-cf/docs-mysql-k8s,4,1,30,735,2020-10-26,2023-03-14
delight,datamechanics,"A Spark UI and Spark History Server alternative with CPU and Memory metrics! Delight is free, cross-platform, and open-source.",https://github.com/datamechanics/delight,47,300,15,56,2020-10-26,2023-03-09
pythonoperatorframework.io,canonical,,https://github.com/canonical/pythonoperatorframework.io,5,0,12,116,2020-10-22,2023-03-15
website,servicebinding,"Repository hosting the website files (guides, etc)",https://github.com/servicebinding/website,2,0,10,52,2020-10-29,2022-08-08
